,word,interim_eig_cent,final_eig_cent,SJEDI
229,avail,0.038465753,0.027513255,FALSE
230,averett,0,3.20E-06,FALSE
231,avoid,0.00544839,0.008533555,FALSE
232,avvisati,0,0.001427165,FALSE
233,await,0,0.000399143,FALSE
234,awar,0.000410335,0.011165343,FALSE
235,away,0,0.002869006,FALSE
236,awesom,0.000358059,0.000159205,FALSE
237,b,7.89E-05,0.002552487,FALSE
238,ba,0,0.001493908,FALSE
239,bachelor,0.010279415,0.00787348,FALSE
240,back,0.001216686,0.000282708,FALSE
241,background,0.040089054,0.025413006,TRUE
242,backkground,0.001023599,0,FALSE
243,balanc,0.002984814,0.004898968,FALSE
244,ball,0,0,FALSE
245,ballantin,0,5.50E-05,FALSE
246,band,0,0.001288194,FALSE
247,bandwidth,0,0.00143284,FALSE
248,bank,0,9.95E-05,FALSE
249,barrier,0,0.005337849,TRUE
250,barrow,0,0.000237221,FALSE
251,baru,0,0.000723633,FALSE
252,base,0.028229555,0.012487965,FALSE
253,basemetr,0,0.002746151,FALSE
254,basi,0.003925825,0.000453325,FALSE
255,basic,0.00421561,0.025151431,FALSE
256,baskin,0,4.70E-05,FALSE
257,batch,0,0.000845823,FALSE
258,baumer,0,0,FALSE
259,bay,0,0.002782216,FALSE
260,bayesian,0.002022069,0,FALSE
261,baywilliam,0,0.00039863,FALSE
262,bcceea,0,0,FALSE
263,be,0.001042058,0.000448822,FALSE
264,beauti,0,0.001222317,FALSE
265,beautifulsoup,0,0.000802866,FALSE
266,becom,0.006284258,0.021672764,FALSE
267,beeen,0.001023599,0,FALSE
268,befit,0,0.002140388,FALSE
269,began,0.003112653,0.002885968,FALSE
270,begin,0.023755792,0.01662184,FALSE
271,begun,0,0.002905476,FALSE
272,behav,0,0.000120859,FALSE
273,behavior,0.00324452,0.003853434,FALSE
274,behind,0,0.000945123,FALSE
275,behoov,0,0.003381161,FALSE
276,behrman,0,0.001426484,FALSE
277,belief,0,0.001899886,FALSE
278,belong,0,0.001899886,FALSE
279,benefici,0.023303326,0.006985016,FALSE
280,benefit,0.049791845,0.031473512,FALSE
281,berend,0,0.000645814,FALSE
282,berg,0,4.08E-06,FALSE
283,bergstrom,0,0.000843832,FALSE
284,berk,0.000641018,0,FALSE
285,berkeley,0.012555918,0.01549165,FALSE
286,berkeleyeducurriculum,0,0,FALSE
287,berkeleyedunewsdatascienceeducationopportun,0,4.07E-05,FALSE
288,berman,0,0.000263312,FALSE
289,bernoulli,0,0,FALSE
290,best,0.057857982,0.030905959,FALSE
291,better,0.022051413,0.015036293,FALSE
292,betti,0.002130375,0,FALSE
293,beyond,0.013393386,0.006304676,FALSE
294,bhef,0,0.002842232,FALSE
295,bhefcomsitesdefaultfilesbhefinvestingindsapdf,0,0,FALSE
296,bhew,0.002435677,0,FALSE
297,bi,0,7.59E-07,FALSE
298,bias,0.015153862,0.009306903,FALSE
299,bias,0,7.64E-06,FALSE
300,biemer,0,4.08E-06,FALSE
301,big,0.011433929,0.023248856,FALSE
302,bigdata,0,0.000644804,FALSE
303,billion,0,0.000758927,FALSE
304,biograph,0,0.001337246,FALSE
305,biographi,0,0.001211163,FALSE
306,biolog,0.003798999,0.002544346,FALSE
307,biostatisst,0.001033288,0,FALSE
308,biostatist,0.006909518,0,FALSE
309,birch,0.000104632,0,FALSE
310,bjc,0,2.92E-05,FALSE
311,black,0,0.001700817,FALSE
312,blacksburg,0,0.001687474,FALSE
313,blend,0.005245481,0.000949966,FALSE
314,bloom,0,0.0010237,FALSE
315,blur,0.00308223,0,FALSE
316,board,0.004974699,0.004891124,FALSE
317,bodi,0.00264256,0.008921485,FALSE
318,boland,0,0.001507274,FALSE
319,bond,0,0.000654779,FALSE
320,book,0,5.50E-05,FALSE
321,boot,0,0.027171732,FALSE
322,born,0,0.000255719,FALSE
323,borrow,0.001478318,0.001275145,FALSE
324,bothoften,0.000411458,0,FALSE
325,boundari,0.001559658,0.001680399,FALSE
326,box,0.04095668,0.014223107,FALSE
327,boyd,0.00054173,0,FALSE
328,bp,0,0,FALSE
329,braganza,0,1.36E-06,FALSE
330,brandnew,0,0.001360126,FALSE
331,bray,0,0,FALSE
332,breach,0.001518564,0,FALSE
333,breadth,0.002610563,0.006998031,FALSE
334,bren,0.004320833,0.001222686,FALSE
335,bressoud,0,1.32E-08,FALSE
336,brian,0,0.000775461,FALSE
337,bridg,0.004035036,0.003498785,FALSE
338,brief,0.002595838,0,FALSE
339,brighthiv,0,0.000775461,FALSE
340,bring,0.034384753,0.000439535,FALSE
341,britain,0.00060261,0,FALSE
342,broad,0.083286489,0.037783433,FALSE
343,broaden,0.011300831,0.011245901,FALSE
344,broader,0.011519572,0.01495998,FALSE
345,broadest,0,7.75E-05,FALSE
346,brochur,0,0.000766212,FALSE
347,broker,0,0.001444185,FALSE
348,brought,0.002734836,0.0011904,FALSE
349,brows,0,2.07E-05,FALSE
350,browsedatasciencelanguages=en,0,0.001150035,FALSE
351,browser,0,0.000959514,FALSE
352,bryant,0,1.10E-05,FALSE
353,bs,0,0.006006389,FALSE
354,budget,0.005245481,0.00428828,FALSE
355,budgetari,0,0.001125849,FALSE
356,build,0.049744575,0.032155123,FALSE
357,builder,0,0.000575998,FALSE
358,built,0.00098443,0.005842836,FALSE
359,bullshit,0,7.99E-05,FALSE
360,burden,0,0.001026672,FALSE
361,bureau,0.001939871,0.003628984,FALSE
362,burgeon,0,0.001314959,FALSE
363,buri,0,0.001207533,FALSE
364,burnett,0,0.000724019,FALSE
365,buser,0,0.001427166,FALSE
366,busi,0.026351845,0.035861706,FALSE
367,busi,0,3.44E-05,FALSE
368,businesshigh,0,0.001387092,FALSE
369,butler,0.000107987,3.53E-05,FALSE
370,byproduct,0,0.001249826,FALSE
371,c,0.000207399,0.002862444,FALSE
372,c,0,0.003216422,FALSE
373,cadr,0,0.007081484,FALSE
374,calcul,0.002135534,0,FALSE
375,calculus,0,0.008980052,FALSE
376,california,0.017168433,0.01896048,FALSE
377,call,0.008876017,0.001768569,FALSE
378,cambridg,0,0.000211097,FALSE
379,camera,0.001742919,0.000721444,FALSE
380,camp,0.007426606,0.027171732,FALSE
381,campaign,0.003424834,0.001947018,FALSE
382,campbel,0,0,FALSE
383,campo,0,0.000723633,FALSE
384,campus,0.008638658,0.009300317,FALSE
385,campuswid,0,0.002301432,FALSE
386,can,0.238055838,0.119898605,FALSE
387,canadian,0.000284086,0,FALSE
388,cancer,0.00217874,0.00069311,FALSE
389,candid,0.002798308,0.005394654,FALSE
390,candor,0.002473147,0.001156099,FALSE
391,capabl,0.003316472,0.011551008,FALSE
392,capac,0.005894673,0.005455232,FALSE
393,capit,0,5.20E-05,FALSE
394,capston,0.011705533,0.026744343,FALSE
395,capstonelik,0.003274077,0,FALSE
396,captur,0.002214674,0.003667066,FALSE
397,car,0,5.20E-05,FALSE
398,card,0.001742919,0.000893784,FALSE
399,care,0.008498881,0.005366665,FALSE
400,career,0.033348543,0.045856748,FALSE
401,carl,0,0.000843832,FALSE
402,carnegi,0.00413951,0.00330385,FALSE
403,carnegi,0,0.001367372,FALSE
404,carolina,0,0.001222317,FALSE
405,carpentri,0,0.001617382,FALSE
406,carreer,0.001451507,0,FALSE
407,carri,0.002957987,0.00012207,FALSE
408,carriquiri,0,5.02E-05,FALSE
409,case,0.015941254,0.013576266,FALSE
410,catalyz,0.003561627,0,FALSE
411,categori,0.000570719,0.002761785,FALSE
412,caus,0,0.000894296,FALSE
413,causal,0.000351434,0.002367399,FALSE
414,cbe,0,0.000584171,FALSE
415,ccac,0,0.00144349,FALSE
416,ccgatecheducontentminorcomputationaldataanalysi,0,4.58E-05,FALSE
417,cede,0.000334975,0,FALSE
418,celesti,0.002135534,0,FALSE
419,cellular,0,0.00012095,FALSE
420,census,0.003499529,0.003628984,FALSE
421,center,0.023754713,0.006443045,FALSE
422,central,0.004426958,0.003758611,FALSE
423,centuri,0.002959813,0,FALSE
424,ceremoni,0.000284086,0,FALSE
425,certain,0.003342145,0.016774164,FALSE
426,certif,0.015261935,0.050679616,FALSE
427,certifi,0.00566177,0.002475978,FALSE
428,cetinkayarundel,0.003547083,0,FALSE
429,cha,0,0.001389739,FALSE
430,chain,0,0.001828301,FALSE
431,chair,0,0.000506244,FALSE
432,chaitan,0,0.000723633,FALSE
433,challeng,0.03495585,0.06033871,FALSE
434,chanc,0.000919303,0.000693357,FALSE
435,chang,0.04025631,0.023286414,FALSE
436,chapter,0.0326331,0.025422275,FALSE
437,charact,0,0.00106945,FALSE
438,character,0.009601763,0.000898427,FALSE
439,characterist,0.004353845,0.005455139,FALSE
440,charg,0,0.000892713,FALSE
441,charl,0,0.000775461,FALSE
442,chart,0.001757146,0.00016969,FALSE
443,check,0,0.002564529,FALSE
444,chemic,0,9.68E-05,FALSE
445,chemist,0.002473147,0.000673752,FALSE
446,chemistri,0.003436741,0.002074931,FALSE
447,chen,0.000684296,0.000235105,FALSE
448,chetti,0,0.001088796,FALSE
449,chiang,0,0.000235105,FALSE
450,chicago,0.006489037,0.003215196,FALSE
451,chief,0.002992218,0.00134907,FALSE
452,children,0.002506034,0.001441197,FALSE
453,chin,0,0.000120939,FALSE
454,china,0,0.001115715,FALSE
455,choic,0.006814635,0.004269155,FALSE
456,choos,0.010017641,0.002165271,FALSE
457,choos,0,7.75E-05,FALSE
458,chosen,0.002957562,0.003323631,FALSE
459,chuang,0,0.001676947,FALSE
460,citi,0.007838551,0.008356832,FALSE
461,citizen,0,0.006996378,FALSE
462,citizenship,0.000865251,0,FALSE
463,civil,0.001808277,0.001518548,FALSE
464,claim,0,6.27E-05,FALSE
465,clark,0.002885948,0,FALSE
466,class,0.015137376,0.021283418,FALSE
467,classif,0,0.00165105,FALSE
468,classroom,0.019088978,0.010704618,FALSE
469,classwork,0.00288353,0.001347517,FALSE
470,clean,0,0.008016745,FALSE
471,cleans,0,0.001664929,FALSE
472,clear,0.008710473,0.008416043,FALSE
473,clearer,0.003197875,0,FALSE
474,clearinghous,0.002480012,0.002978572,FALSE
475,client,0.001888695,0.001954068,FALSE
476,climat,0.000396523,0,FALSE
477,clinic,0.000421594,0.000868966,FALSE
478,close,0.000853774,0.001882696,FALSE
479,closest,0,0.00164644,FALSE
480,cloud,0,0.010828303,FALSE
481,cloudbas,0,0.001381252,FALSE
482,cluster,0,0.001673816,FALSE
483,cmda,0,0.001239639,FALSE
484,cmj,0,0,FALSE
485,co,0.002868487,0,FALSE
486,coach,0.001114536,0,FALSE
487,cocurricular,0.009376903,0,FALSE
488,code,0.009670182,0.024425175,FALSE
489,codella,0.00023646,6.55E-05,FALSE
490,codeorg,0,0.00079741,FALSE
491,codifi,0,0.0013124,FALSE
492,cognit,0,0.003688123,FALSE
493,cogniz,0,0.004104642,FALSE
494,coher,0,0.00038758,FALSE
495,cohes,0.003342145,0.001681259,FALSE
496,cohort,0.002689187,0.001779098,FALSE
497,cohortbas,0,0.000752579,FALSE
498,collabor,0.057012094,0.03145054,TRUE
499,collabora,0.001169104,0,FALSE
500,collater,0.005245481,0,FALSE
501,colleagu,0.000987661,0.00069237,FALSE
502,collect,0.040769636,0.033575225,FALSE
503,colleg,0.04645226,0.060702497,FALSE
504,collegeedupreviewprogramphpcatoid=poid=returnto=,0,0.001020466,FALSE
505,collegeeduundergraduatedatasciencedata,0,0.001135237,FALSE
506,collegelevel,0,0.00121205,FALSE
507,colorado,0,0.000979464,FALSE
508,columbia,0.003530573,0.003904978,FALSE
509,columbus,0.002564757,0.001663505,FALSE
510,­columbus,0,0.001125157,FALSE
511,comajor,0,0.001855774,FALSE
512,combin,0.005077662,0.012019172,FALSE
513,comcommonssicgibinssialiashtmlfid=imlusen,0,0,FALSE
514,come,0.010917602,0.010261917,FALSE
515,comfort,0.003975138,0,FALSE
516,comment,0.003386443,0.00124496,FALSE
517,commerc,0,2.07E-05,FALSE
518,commit,0,0.000488015,FALSE
519,committe,0.054589818,0.042857085,FALSE
520,common,0.032560712,0.024783006,FALSE
521,­common,0,0.00126777,FALSE
522,commonwealth,0.001021988,0,FALSE
523,commun,0.001033288,0,FALSE
524,commun,0,0.002012505,FALSE
525,communic,0.083756886,0.045150396,FALSE
526,communiti,0.055444493,0.05258048,TRUE
527,communitybas,0.001979223,0,FALSE
528,compani,0.00613814,0.003777978,FALSE
529,compar,0.011340135,0.007584938,FALSE
530,comparison,0.008196679,0.0027318,FALSE
531,compass,0.002473147,0.001156099,FALSE
532,compel,0.004367851,0.00427963,FALSE
533,compendium,0.000763373,0,FALSE
534,compet,0.001538382,0.010316589,FALSE
535,competit,0.005993738,0.002397317,FALSE
536,complement,0.00566177,0.004393861,FALSE
537,complementari,0.0008948,0.00471939,FALSE
538,complementedbut,0.001476739,0,FALSE
539,complet,0.009736505,0.018844295,FALSE
540,complex,0.031005285,0.01697646,FALSE
541,complianc,0.000166266,0,FALSE
542,complic,0.002771614,0.002667654,FALSE
543,compon,0.031992812,0.006370515,FALSE
544,compos,0.000282496,0.000733029,FALSE
545,compound,0.001425511,0.002085929,FALSE
546,comprehend,0.002135534,0,FALSE
547,comprehens,0.000162966,0.005194821,FALSE
548,compris,0,0.00136396,FALSE
549,compromis,0,0.000904369,FALSE
550,comput,0.130448458,0.137334169,FALSE
551,comput,0,0.001798326,FALSE
552,computationdriven,0.002771614,0,FALSE
553,computer,0.004320833,0,FALSE
554,compuut,0.001835199,0,FALSE
555,comttzwusenacnmediapdfaccentureuniversalprinciplesdataethicspdf,0,4.58E-05,FALSE
556,comttzwusenacnmediapdfaccenture­universalprinciplesdataethicspdf,0,4.58E-05,FALSE
557,concentr,0.003472331,0.003708198,FALSE
558,concept,0.080246929,0.040034833,FALSE
559,conceptdriven,0.000736881,0,FALSE
560,conceptsskil,0,0.01004465,FALSE
561,conceptu,0.002250133,0.000782013,FALSE
562,concern,0.012518858,0.000140231,FALSE
563,concert,0,0.002178651,FALSE
564,concis,0,0.002493717,FALSE
565,conclud,0.002981206,0.00317536,FALSE
566,conclus,0.006767054,0.006270007,FALSE
567,concurr,0.002135534,0.000737258,FALSE
568,condit,0.000351434,0.001809373,FALSE
569,conduct,0.021321738,0.011300585,FALSE
570,confer,0.002659266,0.006173064,FALSE
571,conferencc,0.000207178,0,FALSE
572,confid,0.003489952,0.004635012,FALSE
573,confidenti,0.001808278,0.002481371,FALSE
574,conflict,0,0.003692907,FALSE
575,confound,0.002358202,0.00193819,FALSE
576,confront,0.002073777,0.004639685,FALSE
577,congress,2.36E-05,0,FALSE
578,conjunct,0.003424834,0.003777663,FALSE
579,conn,0,8.73E-05,FALSE
580,connect,0.003330741,0.016518735,TRUE
581,connected,0.003975138,0,FALSE
582,connector,0.009851271,0.007236687,FALSE
583,consensus,0.001808277,0.003528201,FALSE
584,consent,0.000926336,0.000370046,FALSE
585,consequ,0.00547632,0.007442329,FALSE
586,consid,0.041709569,0.047272142,FALSE
587,consider,0.056928936,0.029286987,FALSE
588,consist,0.009219088,0.012699646,FALSE
589,consortium,0,0.001026672,FALSE
590,constant,0,0.002316802,FALSE
591,constitut,0,0.001704059,FALSE
592,constrain,0,0.002470411,FALSE
593,constraint,0.001073193,0.001329685,FALSE
594,construct,0.005971816,0.009310134,FALSE
595,consult,0.005434123,0.002134465,FALSE
596,consum,0.000684296,0.002238173,FALSE
597,contact,0,0.00121572,FALSE
598,contain,0.004412613,0,FALSE
599,contamin,0.001702429,0,FALSE
600,content,0.045620566,0.02665089,FALSE
601,contentlevel,0,0.003189037,FALSE
602,contest,0.000958736,0,FALSE
603,context,0.03843238,0.010548155,FALSE
604,contextu,0,0.003015264,FALSE
605,continu,0.004895791,0.052036655,FALSE
606,contribut,0.004057931,0.003507846,FALSE
607,control,0.004848966,0.002066094,FALSE
608,controversi,0,0.000247478,FALSE
609,conven,0,0.006017727,FALSE
610,convent,0,0.001663809,FALSE
611,convers,0.003197875,0.005068492,FALSE
612,convey,0.017805844,0.006881395,FALSE
613,convinc,0,0.000116058,FALSE
614,coommun,0.001033288,0,FALSE
615,cooper,0.000635273,0.000868283,FALSE
616,coordin,0.009929025,0.007457636,FALSE
617,cope,0.001702429,0,FALSE
618,copi,0.000438649,0,FALSE
619,core,0.019527199,0.021341173,FALSE
620,corpor,0,0.00150576,FALSE
621,corpora,0,0.000615472,FALSE
622,correct,0,0.001932478,FALSE
623,correspond,0.003959214,0,FALSE
624,cost,0.001073193,0.004337778,FALSE
625,costeffect,0.001542857,0.000673531,FALSE
626,cotaught,0.001479676,0,FALSE
627,coteach,0.001479676,0.001971509,FALSE
628,couch,0,0.001463653,FALSE
629,council,0,8.95E-05,FALSE
630,count,0,0.001159095,FALSE
631,counteract,0.002689187,0,FALSE
632,counti,0,0.005206849,FALSE
633,countri,0.002470509,0.002146042,FALSE
634,coupl,0.000684296,0.00347565,FALSE
635,cours,0.153027119,0.186377818,FALSE
636,courseload,0.003486669,0,FALSE
637,coursera,0,0.009584805,FALSE
638,courseraorgspecializationsexecutivedatasci,0,6.16E-05,FALSE
639,coursesalthough,0,0.00164644,FALSE
640,coursescswashingtoneducoursescs,0,0.000739448,FALSE
641,coursesfal,0,6.05E-05,FALSE
642,coursesfstatstatf,0,8.17E-05,FALSE
643,coursework,0.007745667,0.019634752,FALSE
644,coven,0.002708429,0.001529726,FALSE
645,cover,0,0.007470094,FALSE
646,coverag,0.001478318,0,FALSE
647,cra,0,0.000361893,FALSE
648,crack,0.001084716,0,FALSE
649,creat,0.051784669,0.047195946,FALSE
650,creation,0.006587459,0.00635043,FALSE
651,creativ,0.006674817,0.004523548,FALSE
652,creator,0,0.001115315,FALSE
653,credit,0.000774228,0.002846174,FALSE
654,creditbear,0.00114951,0,FALSE
655,crime,0.002233234,0.001605538,FALSE
656,crimin,0.000641018,0.000415515,FALSE
657,crisi,0.001854919,0,FALSE
658,criteria,0.002992624,0.002358112,FALSE
659,critic,0.028735485,0.021091694,FALSE
660,criticalthink,0,0.001868937,FALSE
661,crop,0.001097481,0.002074931,FALSE
662,cross,0,0.001264884,FALSE
663,crossdepart,0.007326673,0,FALSE
664,crossdepartment,0,0.001623009,FALSE
665,crossdisciplinari,0.014883808,0.003017399,FALSE
666,crossindustri,0,0.002493717,FALSE
667,crossinstitut,0.004626487,0,FALSE
668,crosslist,0,0.003758131,FALSE
669,crosspollin,0,0.002509557,FALSE
670,crossvalid,0,0.00181467,FALSE
671,crucial,0.007569679,0.00697245,FALSE
672,crunch,0,0.001088831,FALSE
